FrameID,Action,Mouse_position,execution_time 
0000002773,Space,"(1514, 871)",1538255887.7935314
0000002773,RightDown,"(1514, 870)",1538255887.804502
0000002773,Space,"(1514, 870)",1538255887.804502
0000002773,RightDown,"(1514, 870)",1538255887.8154721
0000002773,Space,"(1514, 870)",1538255887.8154721
0000002773,RightDown,"(1515, 868)",1538255887.8264425
0000002773,Space,"(1515, 868)",1538255887.8264425
0000002773,RightDown,"(1515, 865)",1538255887.8374133
0000002773,Space,"(1515, 865)",1538255887.8374133
0000002774,Space,"(1524, 843)",1538255887.8812969
0000002774,Space,"(1524, 838)",1538255887.892267
0000002774,Space,"(1524, 837)",1538255887.903237
0000002774,Space,"(1524, 834)",1538255887.914208
0000002774,RightDown,"(1523, 831)",1538255887.9251785
0000002774,Space,"(1523, 831)",1538255887.9251785
0000002774,RightDown,"(1517, 828)",1538255887.9361494
0000002774,Space,"(1517, 828)",1538255887.9361494
0000002774,RightDown,"(1510, 826)",1538255887.9471202
0000002774,Space,"(1510, 826)",1538255887.9471202
0000002774,RightDown,"(1504, 827)",1538255887.9580908
0000002774,Space,"(1504, 827)",1538255887.9580908
0000002774,RightDown,"(1502, 827)",1538255887.9690616
0000002774,Space,"(1502, 827)",1538255887.9690616
0000002774,RightDown,"(1502, 827)",1538255887.980032
0000002774,Space,"(1502, 827)",1538255887.980032
0000002774,RightDown,"(1502, 827)",1538255887.9910028
0000002774,Space,"(1502, 827)",1538255887.9910028
0000002775,Space,"(1495, 819)",1538255888.0348854
0000002775,Space,"(1497, 819)",1538255888.0458565
0000002775,Space,"(1506, 824)",1538255888.0568268
0000002775,Space,"(1520, 833)",1538255888.0677974
0000002775,Space,"(1530, 836)",1538255888.078768
0000002775,Space,"(1536, 834)",1538255888.089739
0000002775,ctrl,"(1535, 828)",1538255888.1007094
0000002775,Space,"(1535, 828)",1538255888.1007094
0000002775,ctrl,"(1526, 817)",1538255888.1116805
0000002775,Space,"(1526, 817)",1538255888.1116805
0000002775,ctrl,"(1522, 813)",1538255888.1226513
0000002775,Space,"(1522, 813)",1538255888.1226513
0000002775,ctrl,"(1519, 811)",1538255888.1336212
0000002775,Space,"(1519, 811)",1538255888.1336212
0000002775,ctrl,"(1519, 811)",1538255888.1445918
0000002775,Space,"(1519, 811)",1538255888.1445918
0000002776,Q,"(1519, 811)",1538255888.1824906
0000002776,ctrl,"(1519, 811)",1538255888.1824906
0000002776,Space,"(1519, 811)",1538255888.1824906
0000002776,Q,"(1519, 811)",1538255888.1934614
0000002776,ctrl,"(1519, 811)",1538255888.1934614
0000002776,Space,"(1519, 811)",1538255888.1934614
0000002776,Q,"(1519, 811)",1538255888.2044318
0000002776,ctrl,"(1519, 811)",1538255888.2044318
0000002776,Space,"(1519, 811)",1538255888.2044318
0000002776,Q,"(1520, 814)",1538255888.2154028
0000002776,ctrl,"(1520, 814)",1538255888.2154028
0000002776,Space,"(1520, 814)",1538255888.2154028
0000002776,Q,"(1521, 818)",1538255888.2263737
0000002776,ctrl,"(1521, 818)",1538255888.2263737
0000002776,Space,"(1521, 818)",1538255888.2263737
0000002776,ctrl,"(1521, 821)",1538255888.237344
0000002776,Space,"(1521, 821)",1538255888.237344
0000002776,ctrl,"(1521, 824)",1538255888.2483146
0000002776,Space,"(1521, 824)",1538255888.2483146
0000002776,ctrl,"(1521, 824)",1538255888.259285
0000002776,Space,"(1521, 824)",1538255888.259285
0000002776,Space,"(1521, 824)",1538255888.270256
0000002776,Space,"(1521, 824)",1538255888.281227
0000002776,Space,"(1521, 824)",1538255888.2921972
0000002777,A,"(1516, 816)",1538255888.343061
0000002777,Space,"(1516, 816)",1538255888.343061
0000002777,A,"(1499, 787)",1538255888.3540323
0000002777,Space,"(1499, 787)",1538255888.3540323
0000002777,A,"(1477, 745)",1538255888.3650029
0000002777,Space,"(1477, 745)",1538255888.3650029
0000002777,A,"(1456, 706)",1538255888.3759732
0000002777,Space,"(1456, 706)",1538255888.3759732
0000002777,A,"(1438, 678)",1538255888.3869445
0000002777,Space,"(1438, 678)",1538255888.3869445
0000002777,A,"(1412, 637)",1538255888.397915
0000002777,Space,"(1412, 637)",1538255888.397915
0000002777,A,"(1402, 621)",1538255888.4088855
0000002777,Space,"(1402, 621)",1538255888.4088855
0000002777,LeftDown,"(1397, 612)",1538255888.4198556
0000002777,A,"(1397, 612)",1538255888.4198556
0000002777,Space,"(1397, 612)",1538255888.4198556
0000002777,LeftDown,"(1397, 612)",1538255888.4308267
0000002777,A,"(1397, 612)",1538255888.4308267
0000002777,Space,"(1397, 612)",1538255888.4308267
0000002777,LeftDown,"(1397, 610)",1538255888.4417975
0000002777,A,"(1397, 610)",1538255888.4417975
0000002777,Space,"(1397, 610)",1538255888.4417975
0000002778,LeftDown,"(1397, 611)",1538255888.491664
0000002778,Space,"(1397, 611)",1538255888.491664
0000002778,LeftDown,"(1397, 611)",1538255888.502635
0000002778,Space,"(1397, 611)",1538255888.502635
0000002778,LeftDown,"(1396, 611)",1538255888.513605
0000002778,Space,"(1396, 611)",1538255888.513605
0000002778,LeftDown,"(1394, 613)",1538255888.524576
0000002778,Space,"(1394, 613)",1538255888.524576
0000002778,LeftDown,"(1390, 617)",1538255888.5355465
0000002778,Space,"(1390, 617)",1538255888.5355465
0000002778,LeftDown,"(1385, 620)",1538255888.5465176
0000002778,Space,"(1385, 620)",1538255888.5465176
0000002778,Space,"(1382, 623)",1538255888.5574884
0000002778,Space,"(1375, 629)",1538255888.5684583
0000002778,Space,"(1361, 643)",1538255888.5794294
0000002778,Space,"(1349, 655)",1538255888.5904
0000002778,Space,"(1327, 677)",1538255888.6013708
0000002779,Space,"(1259, 761)",1538255888.6452537
0000002779,Space,"(1240, 788)",1538255888.656224
0000002779,Space,"(1222, 811)",1538255888.6671944
0000002779,Space,"(1195, 838)",1538255888.6781652
0000002779,Space,"(1169, 863)",1538255888.6891356
0000002779,Space,"(1151, 880)",1538255888.7001064
0000002779,Space,"(1109, 914)",1538255888.7110782
0000002779,Space,"(1084, 934)",1538255888.722048
0000002779,Space,"(1052, 955)",1538255888.7330189
0000002779,Space,"(1027, 971)",1538255888.7439892
0000002780,RightDown,"(919, 1031)",1538255888.7898667
0000002780,Space,"(919, 1031)",1538255888.7898667
0000002780,RightDown,"(916, 1034)",1538255888.8008375
0000002780,Space,"(916, 1034)",1538255888.8008375
0000002780,RightDown,"(890, 1049)",1538255888.811808
0000002780,Space,"(890, 1049)",1538255888.811808
0000002780,RightDown,"(881, 1054)",1538255888.8227787
0000002780,Space,"(881, 1054)",1538255888.8227787
0000002780,RightDown,"(878, 1055)",1538255888.8337488
0000002780,Space,"(878, 1055)",1538255888.8337488
0000002780,RightDown,"(877, 1057)",1538255888.8447204
0000002780,Space,"(877, 1057)",1538255888.8447204
0000002780,RightDown,"(877, 1057)",1538255888.8556902
0000002780,Space,"(877, 1057)",1538255888.8556902
0000002780,Space,"(877, 1057)",1538255888.8666608
0000002780,Space,"(874, 1056)",1538255888.8776314
0000002780,Space,"(869, 1054)",1538255888.8886023
0000002780,Space,"(865, 1053)",1538255888.8995738
0000002781,Space,"(859, 1053)",1538255888.939466
0000002781,RightDown,"(859, 1053)",1538255888.950437
0000002781,Space,"(859, 1053)",1538255888.950437
0000002781,RightDown,"(859, 1053)",1538255888.9614081
0000002781,Space,"(859, 1053)",1538255888.9614081
0000002781,RightDown,"(859, 1053)",1538255888.9723783
0000002781,Space,"(859, 1053)",1538255888.9723783
0000002781,RightDown,"(859, 1053)",1538255888.983349
0000002781,Space,"(859, 1053)",1538255888.983349
0000002781,RightDown,"(859, 1053)",1538255888.9943197
0000002781,Space,"(859, 1053)",1538255888.9943197
0000002781,RightDown,"(859, 1053)",1538255889.0052903
0000002781,Space,"(859, 1053)",1538255889.0052903
0000002781,RightDown,"(859, 1053)",1538255889.0162613
0000002781,Space,"(859, 1053)",1538255889.0162613
0000002781,RightDown,"(859, 1053)",1538255889.0272315
0000002781,Space,"(859, 1053)",1538255889.0272315
0000002781,Space,"(859, 1053)",1538255889.0382025
0000002781,Space,"(859, 1053)",1538255889.0486794
0000002782,Space,"(932, 1032)",1538255889.0965517
0000002782,Space,"(966, 1020)",1538255889.1075222
0000002782,Space,"(1005, 1006)",1538255889.1184926
0000002782,Space,"(1041, 993)",1538255889.1294632
0000002782,Space,"(1079, 976)",1538255889.140434
0000002782,Space,"(1109, 963)",1538255889.1509125
0000002782,Space,"(1134, 951)",1538255889.161883
0000002782,Space,"(1160, 940)",1538255889.1728535
0000002782,Space,"(1178, 933)",1538255889.1838243
0000002782,Space,"(1188, 927)",1538255889.1947944
0000002782,Space,"(1194, 924)",1538255889.2057655
0000002783,Space,"(1199, 918)",1538255889.2476535
0000002783,Space,"(1199, 915)",1538255889.2596214
0000002783,Space,"(1200, 909)",1538255889.2705922
0000002783,Space,"(1202, 901)",1538255889.2815628
0000002783,Space,"(1202, 895)",1538255889.292533
0000002783,Space,"(1203, 889)",1538255889.3035045
0000002783,Space,"(1205, 883)",1538255889.3144746
0000002783,Space,"(1206, 876)",1538255889.3254452
0000002783,Space,"(1208, 870)",1538255889.336416
0000002783,Space,"(1209, 861)",1538255889.3473868
0000002783,Space,"(1211, 853)",1538255889.3583572
0000002784,Space,"(1227, 808)",1538255889.3942616
0000002784,Space,"(1233, 792)",1538255889.4052324
0000002784,A,"(1241, 768)",1538255889.4162028
0000002784,Space,"(1241, 768)",1538255889.4162028
0000002784,A,"(1247, 750)",1538255889.4271739
0000002784,Space,"(1247, 750)",1538255889.4271739
0000002784,A,"(1254, 726)",1538255889.438144
0000002784,Space,"(1254, 726)",1538255889.438144
0000002784,A,"(1259, 711)",1538255889.4491148
0000002784,Space,"(1259, 711)",1538255889.4491148
0000002784,A,"(1263, 690)",1538255889.4600852
0000002784,Space,"(1263, 690)",1538255889.4600852
0000002784,A,"(1268, 676)",1538255889.4710562
0000002784,Space,"(1268, 676)",1538255889.4710562
0000002784,A,"(1269, 666)",1538255889.4820268
0000002784,Space,"(1269, 666)",1538255889.4820268
0000002784,LeftDown,"(1269, 664)",1538255889.4929972
0000002784,A,"(1269, 664)",1538255889.4929972
0000002784,Space,"(1269, 664)",1538255889.4929972
0000002784,LeftDown,"(1269, 664)",1538255889.5039678
0000002784,Space,"(1269, 664)",1538255889.5039678
0000002785,LeftDown,"(1269, 664)",1538255889.5428636
0000002785,Space,"(1269, 664)",1538255889.5428636
0000002785,LeftDown,"(1269, 664)",1538255889.553835
0000002785,Space,"(1269, 664)",1538255889.553835
0000002785,LeftDown,"(1271, 664)",1538255889.5648053
0000002785,Space,"(1271, 664)",1538255889.5648053
0000002785,LeftDown,"(1271, 664)",1538255889.5757759
0000002785,Space,"(1271, 664)",1538255889.5757759
0000002785,LeftDown,"(1271, 664)",1538255889.586747
0000002785,Space,"(1271, 664)",1538255889.586747
0000002785,LeftDown,"(1271, 664)",1538255889.5977173
0000002785,Space,"(1271, 664)",1538255889.5977173
0000002785,LeftDown,"(1271, 664)",1538255889.608688
0000002785,Space,"(1271, 664)",1538255889.608688
0000002785,LeftDown,"(1271, 664)",1538255889.6196582
0000002785,Space,"(1271, 664)",1538255889.6196582
0000002785,LeftDown,"(1271, 664)",1538255889.630629
0000002785,Space,"(1271, 664)",1538255889.630629
0000002785,LeftDown,"(1272, 665)",1538255889.6416
0000002785,Space,"(1272, 665)",1538255889.6416
0000002785,LeftDown,"(1272, 667)",1538255889.6525705
0000002785,Space,"(1272, 667)",1538255889.6525705
0000002786,Space,"(1272, 667)",1538255889.695456
0000002786,Space,"(1272, 667)",1538255889.7064269
0000002786,Space,"(1272, 664)",1538255889.717397
0000002786,Space,"(1272, 661)",1538255889.7283678
0000002786,Space,"(1272, 658)",1538255889.7393384
0000002786,Space,"(1272, 658)",1538255889.7503088
0000002786,Space,"(1272, 658)",1538255889.76128
0000002786,Space,"(1272, 658)",1538255889.7722504
0000002786,Space,"(1272, 658)",1538255889.783221
0000002786,Space,"(1272, 658)",1538255889.7941918
0000002786,Space,"(1272, 658)",1538255889.805163
0000002787,Space,"(1265, 662)",1538255889.8659997
0000002787,Space,"(1253, 668)",1538255889.876971
0000002787,Space,"(1237, 679)",1538255889.8879414
0000002787,Space,"(1220, 689)",1538255889.8989117
0000002787,Space,"(1204, 698)",1538255889.909882
0000002787,Space,"(1187, 709)",1538255889.9208536
0000002787,Space,"(1171, 718)",1538255889.9318242
0000002787,Space,"(1151, 730)",1538255889.9427943
0000002787,Space,"(1135, 739)",1538255889.9537652
0000002787,Space,"(1114, 749)",1538255889.964736
0000002788,Space,"(1019, 782)",1538255890.0056262
0000002788,Space,"(976, 796)",1538255890.0165975
0000002788,Space,"(938, 809)",1538255890.0275676
0000002788,Space,"(890, 830)",1538255890.0385387
0000002788,RightDown,"(859, 844)",1538255890.0495088
0000002788,Space,"(859, 844)",1538255890.0495088
0000002788,RightDown,"(823, 854)",1538255890.06048
0000002788,Space,"(823, 854)",1538255890.06048
0000002788,RightDown,"(799, 860)",1538255890.0714507
0000002788,Space,"(799, 860)",1538255890.0714507
0000002788,RightDown,"(778, 865)",1538255890.0824215
0000002788,Space,"(778, 865)",1538255890.0824215
0000002788,RightDown,"(767, 866)",1538255890.0933917
0000002788,Space,"(767, 866)",1538255890.0933917
0000002788,RightDown,"(757, 868)",1538255890.1043625
0000002788,Space,"(757, 868)",1538255890.1043625
0000002788,RightDown,"(749, 868)",1538255890.1153338
0000002788,Space,"(749, 868)",1538255890.1153338
0000002789,Space,"(730, 867)",1538255890.1522348
0000002789,Space,"(727, 865)",1538255890.1632056
0000002789,Space,"(727, 865)",1538255890.1741755
0000002789,Space,"(727, 865)",1538255890.185146
0000002789,RightDown,"(727, 865)",1538255890.196117
0000002789,Space,"(727, 865)",1538255890.196117
0000002789,RightDown,"(727, 865)",1538255890.2070882
0000002789,Space,"(727, 865)",1538255890.2070882
0000002789,RightDown,"(727, 865)",1538255890.2180583
0000002789,Space,"(727, 865)",1538255890.2180583
0000002789,RightDown,"(725, 865)",1538255890.2290292
0000002789,Space,"(725, 865)",1538255890.2290292
0000002789,RightDown,"(724, 864)",1538255890.2399998
0000002789,Space,"(724, 864)",1538255890.2399998
0000002789,RightDown,"(722, 862)",1538255890.2509706
0000002789,Space,"(722, 862)",1538255890.2509706
0000002789,Space,"(722, 861)",1538255890.261941
0000002790,Space,"(726, 813)",1538255890.312805
0000002790,Space,"(740, 790)",1538255890.3237765
0000002790,Space,"(755, 768)",1538255890.3347461
0000002790,Space,"(773, 742)",1538255890.3457172
0000002790,Space,"(801, 711)",1538255890.356195
0000002790,Space,"(824, 684)",1538255890.367166
0000002790,Space,"(848, 652)",1538255890.3781364
0000002790,Space,"(867, 627)",1538255890.3891072
0000002790,RightDown,"(884, 598)",1538255890.4000778
0000002790,Space,"(884, 598)",1538255890.4000778
0000002790,RightDown,"(894, 579)",1538255890.4110484
0000002790,Space,"(894, 579)",1538255890.4110484
0000002791,RightDown,"(911, 540)",1538255890.4564328
0000002791,Space,"(911, 540)",1538255890.4564328
0000002791,Space,"(914, 537)",1538255890.467404
0000002791,RightDown,"(989, 469)",1538255890.5441988
0000002791,RightDown,"(990, 462)",1538255890.5546803
0000002791,RightDown,"(993, 454)",1538255890.565651
0000002792,RightDown,"(1061, 411)",1538255890.7077768
0000002792,RightDown,"(1061, 412)",1538255890.7187474
0000002793,RightDown,"(1123, 761)",1538255890.8334408
0000002793,RightDown,"(1123, 769)",1538255890.8444118
0000002793,RightDown,"(1123, 769)",1538255890.855382
0000002793,RightDown,"(1123, 769)",1538255890.8663528
0000002794,RightDown,"(1125, 703)",1538255890.9092386
0000002794,RightDown,"(1128, 667)",1538255890.920209
0000002794,RightDown,"(1136, 324)",1538255890.9970036
0000002794,RightDown,"(1137, 297)",1538255891.0079741
0000002794,RightDown,"(1139, 277)",1538255891.0189447
0000002795,RightDown,"(1140, 259)",1538255891.06183
0000002795,RightDown,"(1140, 260)",1538255891.072801
0000002795,RightDown,"(1145, 262)",1538255891.0837715
0000002796,A,"(1331, 451)",1538255891.2583048
0000002796,A,"(1335, 460)",1538255891.2692754
0000002796,A,"(1340, 464)",1538255891.280246
0000002796,A,"(1343, 470)",1538255891.291217
0000002796,A,"(1346, 473)",1538255891.3021877
0000002796,A,"(1349, 476)",1538255891.313158
0000002796,A,"(1352, 478)",1538255891.3241286
0000002798,LeftDown,"(1388, 477)",1538255891.5156164
0000002798,LeftDown,"(1389, 477)",1538255891.526588
0000002798,LeftDown,"(1389, 477)",1538255891.5375583
0000002798,LeftDown,"(1389, 477)",1538255891.5485284
0000002798,LeftDown,"(1391, 477)",1538255891.5594993
0000002798,LeftDown,"(1391, 477)",1538255891.5704694
0000002798,LeftDown,"(1391, 477)",1538255891.5814404
0000002798,LeftDown,"(1391, 477)",1538255891.5924108
0000002798,LeftDown,"(1391, 477)",1538255891.6033814
0000002798,LeftDown,"(1391, 477)",1538255891.614353
0000002798,LeftDown,"(1392, 478)",1538255891.625323
0000002800,RightDown,"(1031, 411)",1538255891.9100676
0000002800,RightDown,"(1012, 405)",1538255891.921038
0000002800,RightDown,"(992, 403)",1538255891.9320087
0000002801,RightDown,"(965, 409)",1538255891.9783907
0000002801,RightDown,"(964, 410)",1538255891.9893615
0000002801,RightDown,"(964, 415)",1538255892.0003319
0000002801,RightDown,"(966, 425)",1538255892.011303
0000002801,RightDown,"(981, 451)",1538255892.022273
0000002801,RightDown,"(1001, 481)",1538255892.033244
0000002802,RightDown,"(1466, 761)",1538255892.1255035
0000002802,RightDown,"(1482, 787)",1538255892.1364746
0000002802,RightDown,"(1488, 802)",1538255892.1474442
0000002802,RightDown,"(1491, 809)",1538255892.1584148
0000002802,RightDown,"(1491, 812)",1538255892.1688924
0000002802,RightDown,"(1491, 815)",1538255892.1798635
0000002802,RightDown,"(1491, 815)",1538255892.1908343
0000002802,RightDown,"(1491, 815)",1538255892.2018044
0000002802,RightDown,"(1491, 815)",1538255892.2127757
0000002802,RightDown,"(1491, 815)",1538255892.2237458
0000002802,RightDown,"(1491, 815)",1538255892.2347164
0000002803,A,"(1474, 783)",1538255892.2766047
0000002803,A,"(1463, 763)",1538255892.2875757
0000002803,A,"(1454, 747)",1538255892.2985458
0000002803,A,"(1445, 729)",1538255892.309517
0000002803,A,"(1438, 715)",1538255892.3204873
0000002803,A,"(1432, 699)",1538255892.3314579
0000002803,A,"(1426, 687)",1538255892.3424284
0000002803,A,"(1420, 672)",1538255892.3533993
0000002803,A,"(1414, 661)",1538255892.3643699
0000002803,A,"(1406, 649)",1538255892.3753405
0000002803,A,"(1400, 640)",1538255892.3863118
0000002804,Space,"(1439, 644)",1538255892.5109777
0000002804,Space,"(1440, 647)",1538255892.5219486
0000002804,Space,"(1442, 649)",1538255892.532919
0000002805,Space,"(1451, 674)",1538255892.574808
0000002805,RightDown,"(1452, 683)",1538255892.585778
0000002805,Space,"(1452, 683)",1538255892.585778
0000002805,RightDown,"(1451, 689)",1538255892.5967484
0000002805,Space,"(1451, 689)",1538255892.5967484
0000002805,RightDown,"(1451, 695)",1538255892.6077194
0000002805,Space,"(1451, 695)",1538255892.6077194
0000002805,RightDown,"(1450, 698)",1538255892.6186898
0000002805,Space,"(1450, 698)",1538255892.6186898
0000002805,RightDown,"(1450, 698)",1538255892.6296606
0000002805,Space,"(1450, 698)",1538255892.6296606
0000002805,RightDown,"(1450, 698)",1538255892.6406307
0000002805,Space,"(1450, 698)",1538255892.6406307
0000002805,RightDown,"(1448, 698)",1538255892.6516016
0000002805,Space,"(1448, 698)",1538255892.6516016
0000002805,Space,"(1449, 700)",1538255892.6625724
0000002805,Space,"(1449, 701)",1538255892.673543
0000002805,Space,"(1451, 704)",1538255892.6845138
0000002806,Space,"(1460, 712)",1538255892.7283962
0000002806,Space,"(1460, 712)",1538255892.7393672
0000002806,RightDown,"(1460, 712)",1538255892.7503376
0000002806,Space,"(1460, 712)",1538255892.7503376
0000002806,RightDown,"(1460, 712)",1538255892.7613094
0000002806,Space,"(1460, 712)",1538255892.7613094
0000002806,RightDown,"(1460, 712)",1538255892.7722788
0000002806,Space,"(1460, 712)",1538255892.7722788
0000002806,RightDown,"(1460, 712)",1538255892.7832494
0000002806,Space,"(1460, 712)",1538255892.7832494
0000002806,Space,"(1461, 712)",1538255892.7942204
0000002806,Space,"(1469, 711)",1538255892.8051915
0000002806,Space,"(1481, 705)",1538255892.816162
0000002806,Space,"(1493, 697)",1538255892.8271322
0000002806,Space,"(1502, 693)",1538255892.838103
0000002807,Space,"(1509, 682)",1538255892.8814921
0000002807,RightDown,"(1511, 679)",1538255892.8924637
0000002807,Space,"(1511, 679)",1538255892.8924637
0000002807,RightDown,"(1514, 673)",1538255892.9034336
0000002807,Space,"(1514, 673)",1538255892.9034336
0000002807,RightDown,"(1517, 660)",1538255892.9144046
0000002807,Space,"(1517, 660)",1538255892.9144046
0000002807,RightDown,"(1520, 643)",1538255892.9253747
0000002807,Space,"(1520, 643)",1538255892.9253747
0000002807,RightDown,"(1524, 622)",1538255892.936346
0000002807,Space,"(1524, 622)",1538255892.936346
0000002807,Space,"(1529, 607)",1538255892.9473164
0000002807,Space,"(1538, 586)",1538255892.9582868
0000002807,Space,"(1544, 574)",1538255892.969258
0000002807,Space,"(1550, 564)",1538255892.9802284
0000002807,Space,"(1551, 559)",1538255892.9911988
0000002808,RightDown,"(1551, 553)",1538255893.0290976
0000002808,Space,"(1551, 553)",1538255893.0290976
0000002808,RightDown,"(1551, 553)",1538255893.0400686
0000002808,Space,"(1551, 553)",1538255893.0400686
0000002808,RightDown,"(1551, 552)",1538255893.051039
0000002808,Space,"(1551, 552)",1538255893.051039
0000002808,RightDown,"(1553, 550)",1538255893.0620098
0000002808,Space,"(1553, 550)",1538255893.0620098
0000002808,RightDown,"(1554, 549)",1538255893.07298
0000002808,Space,"(1554, 549)",1538255893.07298
0000002808,RightDown,"(1554, 546)",1538255893.083951
0000002808,Space,"(1554, 546)",1538255893.083951
0000002808,RightDown,"(1557, 543)",1538255893.094922
0000002808,Space,"(1557, 543)",1538255893.094922
0000002808,Space,"(1559, 537)",1538255893.1058922
0000002808,Space,"(1560, 529)",1538255893.116863
0000002808,Space,"(1560, 522)",1538255893.1278336
0000002808,Space,"(1559, 510)",1538255893.1388044
0000002809,Space,"(1543, 472)",1538255893.178698
0000002809,Space,"(1538, 468)",1538255893.1896696
0000002809,Space,"(1535, 465)",1538255893.2006388
0000002809,Space,"(1535, 465)",1538255893.21161
0000002809,Space,"(1535, 465)",1538255893.22258
0000002809,Space,"(1534, 463)",1538255893.233551
0000002809,Space,"(1531, 463)",1538255893.2445211
0000002809,Space,"(1526, 462)",1538255893.2554924
0000002809,Space,"(1525, 459)",1538255893.2664628
0000002809,Space,"(1522, 454)",1538255893.2774334
0000002809,Space,"(1519, 448)",1538255893.288404
0000002810,A,"(1507, 411)",1538255893.3332841
0000002810,Space,"(1507, 411)",1538255893.3332841
0000002810,A,"(1507, 400)",1538255893.344255
0000002810,Space,"(1507, 400)",1538255893.344255
0000002810,A,"(1507, 388)",1538255893.3552256
0000002810,Space,"(1507, 388)",1538255893.3552256
0000002810,A,"(1507, 378)",1538255893.3661964
0000002810,Space,"(1507, 378)",1538255893.3661964
0000002810,A,"(1507, 369)",1538255893.3766758
0000002810,Space,"(1507, 369)",1538255893.3766758
0000002810,A,"(1505, 355)",1538255893.3876467
0000002810,Space,"(1505, 355)",1538255893.3876467
0000002810,A,"(1504, 348)",1538255893.3986175
0000002810,Space,"(1504, 348)",1538255893.3986175
0000002810,A,"(1501, 336)",1538255893.4095883
0000002810,Space,"(1501, 336)",1538255893.4095883
0000002810,A,"(1496, 327)",1538255893.4205587
0000002810,Space,"(1496, 327)",1538255893.4205587
0000002810,Space,"(1493, 322)",1538255893.4315293
0000002810,LeftDown,"(1492, 322)",1538255893.4425
0000002810,Space,"(1492, 322)",1538255893.4425
0000002811,LeftDown,"(1489, 322)",1538255893.4799056
0000002811,Space,"(1489, 322)",1538255893.4799056
0000002811,LeftDown,"(1489, 322)",1538255893.490877
0000002811,Space,"(1489, 322)",1538255893.490877
0000002811,LeftDown,"(1489, 322)",1538255893.501847
0000002811,Space,"(1489, 322)",1538255893.501847
0000002811,LeftDown,"(1489, 322)",1538255893.5128176
0000002811,Space,"(1489, 322)",1538255893.5128176
0000002811,LeftDown,"(1490, 325)",1538255893.5237882
0000002811,Space,"(1490, 325)",1538255893.5237882
0000002811,LeftDown,"(1493, 332)",1538255893.5347595
0000002811,Space,"(1493, 332)",1538255893.5347595
0000002811,LeftDown,"(1497, 343)",1538255893.54573
0000002811,Space,"(1497, 343)",1538255893.54573
0000002811,LeftDown,"(1503, 358)",1538255893.5567005
0000002811,Space,"(1503, 358)",1538255893.5567005
0000002811,LeftDown,"(1511, 376)",1538255893.567671
0000002811,Space,"(1511, 376)",1538255893.567671
0000002811,LeftDown,"(1518, 394)",1538255893.578642
0000002811,Space,"(1518, 394)",1538255893.578642
0000002811,Space,"(1523, 407)",1538255893.5896125
0000002812,Space,"(1527, 434)",1538255893.6374846
0000002812,Space,"(1527, 434)",1538255893.6484559
0000002812,Space,"(1527, 434)",1538255893.6594255
0000002812,Space,"(1527, 434)",1538255893.6703966
0000002812,Space,"(1527, 434)",1538255893.6813674
0000002812,Space,"(1527, 434)",1538255893.6923378
0000002812,Space,"(1527, 434)",1538255893.7033088
0000002812,Space,"(1527, 434)",1538255893.714279
0000002812,Space,"(1526, 434)",1538255893.7252495
0000002812,Space,"(1523, 436)",1538255893.7362204
0000002812,Space,"(1517, 437)",1538255893.747192
0000002813,Space,"(1489, 461)",1538255893.7900765
0000002813,Space,"(1483, 473)",1538255893.801048
0000002813,Space,"(1475, 490)",1538255893.812018
0000002813,Space,"(1466, 506)",1538255893.8229885
0000002813,Space,"(1457, 523)",1538255893.8339589
0000002813,Space,"(1445, 541)",1538255893.84493
0000002813,Space,"(1430, 563)",1538255893.8559008
0000002813,Space,"(1417, 581)",1538255893.8668714
0000002813,Space,"(1399, 604)",1538255893.8778417
0000002813,Space,"(1384, 623)",1538255893.8888123
0000002813,Space,"(1369, 649)",1538255893.899783
0000002814,Space,"(1313, 739)",1538255893.9426684
0000002814,Space,"(1301, 758)",1538255893.9536402
0000002814,Space,"(1289, 775)",1538255893.9646099
0000002814,Space,"(1280, 790)",1538255893.9755802
0000002814,Space,"(1267, 806)",1538255893.986551
0000002814,RightDown,"(1256, 821)",1538255893.9975219
0000002814,Space,"(1256, 821)",1538255893.9975219
0000002814,RightDown,"(1243, 839)",1538255894.0084922
0000002814,Space,"(1243, 839)",1538255894.0084922
0000002814,RightDown,"(1231, 854)",1538255894.019463
0000002814,Space,"(1231, 854)",1538255894.019463
0000002814,RightDown,"(1220, 868)",1538255894.0304337
0000002814,Space,"(1220, 868)",1538255894.0304337
0000002814,RightDown,"(1210, 883)",1538255894.0414045
0000002814,Space,"(1210, 883)",1538255894.0414045
0000002814,RightDown,"(1202, 892)",1538255894.052375
0000002814,Space,"(1202, 892)",1538255894.052375
0000002815,RightDown,"(1184, 917)",1538255894.0892763
0000002815,Space,"(1184, 917)",1538255894.0892763
0000002815,RightDown,"(1183, 923)",1538255894.1002476
0000002815,Space,"(1183, 923)",1538255894.1002476
0000002815,Space,"(1183, 929)",1538255894.1112177
0000002815,Space,"(1183, 931)",1538255894.1221893
0000002815,Space,"(1183, 935)",1538255894.133159
0000002815,Space,"(1184, 938)",1538255894.1441298
0000002815,Space,"(1185, 940)",1538255894.1551
0000002815,Space,"(1187, 940)",1538255894.1660707
0000002815,RightDown,"(1187, 941)",1538255894.1770418
0000002815,Space,"(1187, 941)",1538255894.1770418
0000002815,RightDown,"(1191, 941)",1538255894.1880124
0000002815,Space,"(1191, 941)",1538255894.1880124
